Tweet,Classification
هنلف ونرجع لنفس النقطةلما تقول إن كل اللي قالوا لا ثورة مضادة يبقى ماتكلمنيش عن التفكير العلمي والمنطقيبس كده,N
حوار مع خواجة (1) مقال اليوم ومحاولة لفهم ما جرى وما يجري,U
"#حمدين_صباحى بيقول برنامجة هيتحقق في ٩ شهور ، بس مقالش هيبقي طبيعي و لا قيصري و في مستشفي اية !!!! الرحمة يا رب",N
#باقي_على #رمضان,U
من يوقف قانون العزل ومن يجمد بلاغات الفساد ضد شفيق ومن يهدر طعون التزوير هل سيجرى انتخابات اعادة نزيهة اما تطبيق القانون او مقاطعة شاملة,N
"شاهدوا الآن الحلقة العاشرة من برنامج #قصة_الأندلس، والجزء الثاني من سيرة القائد عبد الرحمن الداخل الملقب بـ(صقر",U
انا و العيال #اوسكار2014 في #جدة لو يدي اطول شوي كان طلعت احلا من صورة ايلين و برادلي كوبر 😕,U
لما إنت عارف مجموعة الشيوعيين بالإسم ابقى قدم فيهم بلاغ ولاتنشر الكلام على عواهنهكلامك واضح يارجل الحوار,N
هلْ يزولُ الظُّلـــمُ طــوعًــا *** أو حنــانًــا للضِّعــــافِ؟! أينَـكـمْ فـرســانَ قــــومي *** كـي تـهبُّـوا باصطفـافِ #غزة_تحت_القصف,U
ندوة د علاء الأسواني غدا الخميس السابعة مساءً في أتيليه الأسكندرية بالازاريطة >> التفاصيل >> … …,U
#الملعب | رئيس نادي #دمنهور:فريق الكرة بالنادي يعتمد على مجموعة من #2_ #,U
الأربعاء 14 سبتمبر : د عبد المنعم أبو الفتوح فى الميدان 10 مساء,U
"ابراهيم صلاح ضحى ب 3 مليون من الهلال السعودى او اتحاد جدة ، وإختار الزمالك #زملكاوى",P
8ب وبعد عزل إجباري للرئيس المدني المنتخب كنت أتمنى أن لا يحدث باحترام الإخوان للجوهر الحقيقي للديمقراطية متمثلا في طلب الشعب التغيير,N
الأحد 27 ابريل 2014 ستكرم #جمارك_دبي #المدارس الفائزة بـ يتبع # #دبي #الامارات #اخبار #اكسبو2020,U
يجعلها حفله مملكه يا كريم ^^,U
الشيخ حازم ابو اسماعيل يرد على فتوى برهامي الأخيرة !! فك الله اسرك يا بطل منك نتعلم منهج الدين الحق …,P
يا عزيزي حاولت اكثر من مرة من سبتمبر اللي فات وكان موافق ثم اكلم من حوله فلا اجد اجابة شافيةدلوقتي برنامجي خلص خلاص,U
"#متصدر_لاتكلمني, #النصر_الشباب, #الهلال, #اكشن_يا_دوري شجع ناديك بدون تعصب مع برنامج الايفون الرائع 971",U
#حط_نفسك_مكان_البنت اللي بقيت بتسمع شتايم قذرة من ناس اقذر في الشارع عادي علي اساس ان الولاد كدة بتهزر,N
في أمريكا دلوقتي المحطات النووية شغالة وبرامج الفضاء شغالة والأبحاث العلمية والاستديوهات والمصانع والأحزاب وحركات الرفضإنت بقى شغال في إيه؟,N
== #قحبة #حب #بكارة #زب_كبير #مساج #دلوعة #تونس #بيروت,U
د علاء الاسواني يكتب مقاله الاسبوعي بعنوان: أن تكون مسلما في بريطانيا ! ينشر صباح غد بجريدة المصري اليوم >>>,U
اطالب بعزل شفيق ومحاكمته ثم عمل انتخابات نظيفة او التحقيق في التزوير واستبعاد الأصوات الباطلة والإعادة بين الثاني والثالث او مقاطعة المهزلة,N
"#دعوه_للتفاؤل "" ما انزل الله من داء الا انزل له دواء """,U
سيناقش مجلس الشورى يوم الأثنين المقبل مقترحاً لتشريع نظام لمكافحة التحرش #مكافحة_التحرش,U
فيديو #رونالدو يخطف الأنظار بهدفين من طراز الكبار #صدى_الملاعب,U
ومع ذلك سقطت بالأمس وإلى الأبد مقولة أن التيارات الديمقراطية لا شعبية لها وأن للإخوان ولحلفائهم احتكار الارادة الشعبية وتوكيل الصناديق,U
(شمس الحريه بتنادي) يا وطني يا وطني الغالي يلي خنوك و… #انتخبوا_العرص #ريتويت,U
شاهد - آخر كلام: دم على أسفلت الاتحادية #,U
ﻟﻴﻪ ﺍﻟﺒﻨﺖ ﺍﻟﻠﻰ #ﺗﺤﺐ ﻓﻰ ﻣﺠﺘﻤﻌﻨﺂ ﺑﻴﻌﺎﻣﻠﻮﻫﺎ ﺍﻧﻬﺎ ﻋﻤﻠﺖ #ﺟﺮﻳﻤﻪ ﻭﺑﺘﺒﻘﺎ ﺑﻨﺖ ﻣﺶ #ﻣﺤﺘﺮﻣﻪ ; :: #حوكا,N
من بوابة الأهرام الأسلوب الحقير للصهاينه استخدم من قبل مع اخرين,N
وهذا ماقلته اليوم مع محمود سعد لمن أراد أن يدرك حقيقة أكذوبة الإستقرار الذي يروجون لهتصبحوا على خير,N
البرود #اسلوب_حياة,N
الإخوان جماعة إرهابية وهم من قتلوا ابني,N
يا #فلول يا ولا المره تفويضكوم جابنا لوره #مكملين #مرسى_رئيسى,U
سنسمو على خلافاتنا السياسية والحزبية وسنعلى فقط المصلحة الوطنية ستنتصر ثورتنا وستكون مصر قوية بإذن الله,P
#مكملين | #تغطية_خاصة | مظاهرات حاشدة في #عرب_الرمل ب #المنوفية في جمعة #زواج_أمريكا_من_مصر_باطل,U
أَسْتَغْفِر اللَّهَ الْعَظِيم الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيَّ الْقَيُّومَ وَأَتُوب إِلَيْهِ #استغفار #اذكار…,U
"حين يصبح مصطفى بكري شبه متحدث باسم المجلس العسكري ، اعلم أن هناك الكثير يجب عمله، حتى تنجح ثورتنا",N
"بسمة أمل - مع اسم الله الرقيب - قصة واقعية قصة اليوم حقيقية من سوريا لتاجر يمتلك محل للأقمشة، وكان له",U
ان اللون الرمادي ليس له محل من الاعراب يا ابيض يا اسود #علمتني_الثورة,N
"3 طولت عليكم معلهش، سلام",U
رتويت خلي اللي ف أكتوبر ينزل #25_يناير #مصر,U
"وفي هذه الأثناء تلقي عمرو السعيد أتصالاً هاتفيا عرفت بتفاصيله منه بعد انتهاء المكالمة, وقد وضحت علي وجهه علامات الغضب الشديد 6",U
أثار تخريب كنيسة مارجرجس وحرق بيوت الأقباط بقرية دلجا بعد اعتداء الإخوان #السادة_المحترمون …,N
لا شيء يبرر إحالة المدنيين للقضاء العسكري حتى البلطجية القضاء المدني كفيل بهم,N
"بوابة الشروق| تأجيل لقاء بين ""#الصحة"" ولجة #إضراب_الأطباء """,U
اليوم #وزير_التموين يتفقد موسم حصاد #القمح #بالشرقية,U
كيف يمكن التعامل مع الأحداث الجارية على المستوى النفسي,U
تشييع جنازة العميد الشهيد أحمد زكي من #مسجد_الشرطة ب #العباسيةو #ابراهيم_محلب و وزير الداخلية يتقدمون الجنازة #,U
أهدم نفسك عشان تبني مستقبلك !! #التعليم_في_مصر,N
يامن تتحدث باسم الاسلام ثم تلقى على من يخالفك في الراى بصندوق قمامة من البذاءات كثيرون ممن تشتمهم اكثر اسلاما منك لانهم مهذبون,U
إنهاء كامل للطوارئ دون استثناء,U
"شاهد - آخر كلام: إعلان مرسي الدستوري، إلى أين يمضي بمصر؟ #",U
#مصر_القوية |10-لقد حذرنا في حزب مصر القوية ولا زلنا نحذر من خطورة تحول سلطات الدولة إلى مجرد سند لسلطة عسكرية لا تفهم الس…,N
_ مازالت المشكلة من الداعى وتحت اى راية نجتمع و اسم التجمع و تيار ثالث و لا تيار شعبىو من يقود هل يعقل,U
اللهـــــم بلغنــــــا رمضـــــان,U
تواضع مع والديك - بسمة أمل,U
"لم نعد نسمع منهم، والقليل نطالعه عنهم. يقبعون خلف الأسوار وخلف الأبواب المغلقة",U
#دوله_التعريص #عسكر حراميه,N
لا يستطيع الرئيس مرسي ان يتنصل من مسئوليته عن الغاء عرض مسرحي على مسرح الدولة هل قرار الأمن أقوى من الرئيساين وعود الرئيس عن حرية الإبداع,N
أما بالنسبة للشامخ فده يدلَّع ونقوله يا أبو شامخة,N
حمزاوى:البرلمان سيحاسب العسكريين المتورطين بقتل الشهداء,U
وافق #وزير_الداخلية على صرف علاوة مكافحة الإرهاب لمنسوبي الجوازات من ضباط وأفراد بنسبة 25% من الراتب لأول مربوط #السعو…,U
العملية نسر لم تفشل النسر هرب مع طائر النهضة عشان يتجوزوا عرفي و راجعين,N
وزير الطيران المدني المصري: وقف خط الطيران بين #القاهرة و #أثيوبيا يحتاج إلى قرار سيادي #العرب #مصر,U
إجراء الانتخابات قبل تفعيل حكم محكمة القضاء الإدارى بحق المصريين فى الخارج فى التصويت سيفقدها الشرعية,U
الاهلي سجل 3 اهداف في شوط واحد #ليه الاتحاد ما يسويه,U
# #تصبحون_على_وطن #وقت_النوم #غداً_نلتقي #تدوين #مفيد,U
"دعلاء الأسواني: كيف أنصف الإمام ""محمد عبده "" المرأة ؟! أقرأ المقال كاملاً ؟! >> …",U
الأسواني:لماذا تصر الولايات المتحدة على استمرارها في دعم مرسي للنهاية رغم قتله للمصريين وقمعه للتظاهرات,N
#أنصار_المعزول تعدى بالضرب والتعذيب على الصحفى بجريدة #فيتو محمد ممتاز,N
بمناسبة ان #الامتحانات قربت ~ #لو_ده_جنان_اتجنن !!~ _ #اتجنن ولما تلاقي فى الامتحان سؤال مش عارف اجابته اكتب (#انا_سعيد_إنك_سألتنى_السؤال_ده,U
الندوة الأسبوعية للدكتور علاء الأسواني بمركز شبابيك - المقطم الليلة الخميس السابعة مساءً التفاصيل->,U
"الحياة|اقتصاد: استقالة الرئيس التنفيذي لمجموعة ""بيجي"" البريطانية #البحرين #الامارات #الكويت #مصر #سوريا #الجزائ",U
شاهد - آخر كلام: هؤلاء الحالمون القادرون على العزف و الغناء,U
التنظيم الدولي للإخوان تعلم على يد رامسفيلد يقوم بحربين في وفت واحد او #كلام_و_كلام #يوسف_الحسيني #…,N
الوطن | ماذا تنتظرون؟ | عمرو حمزاوي:,U
قالك :- الإخوان بيزايدوا علي بتوع #الإتحادية طب و جملة مش هننزل نتظاهر مع الإخوان دي إيه ؟ رز بلبن ؟,N
#حاول_ماتبقاش الوالد اللى بيصاحب مية بنت في الاخر هتجوز واحده #استرجل بقي,N
رحماك من هذا العذاب قلبى من ااشواق ذاب #عبدالحليم_حافظ #يا_مالكا_قلبى,U
#الاهلي #اسلوب_حياة,P
ً كذاا هاان الغلا يعني كذا مات الوفااء فيني كذا محبوبي يجرحني لجل هالنااس يرضيهم #ذكرى,U
2011 الله ينور عليك يا دكتور هو ده التفكير اللى عايزينه مش كم مسجد وكم كنيسه,P
انا وحده عايشه لوحدها ومش حاسه وحدها ; #شيرين,U
للمرة الاولى فى 40 عاما يأتى يوم 6 أكتوبر والجيش ليس حبيب الشعب الاغلبية بين كاره وغاضب وخائف ومندهش أو لديه ثأر,N
"#رجعوا_الجماهير""",U
#مساء_الخير | رجل أعمال مصر مستهدفون في #ليبيا #2_ #مساء_الخير,U
لذا يلزم التوضيح,U
يا بنى يا رامىلا تلعب فى شنب الأسد و اللى بيته من قزاز,U
#ولاد_البلد #المنصورة #مصراوي فيديو صيادو #نبروه مهددون بقطع الرزق بسبب تلوث مياه البحر,U
د أبو الفتوح : رقابة الدولة على الأفكار يحول الناس الى مؤمنين منافقين وهذا ما لانريده ولا نقبله,N
كل شي نصيب بهل الدنيا وراضي انا وقلبك ازا في بعدي هني بنسى العنا :( كل شي نصيب #محمد_رمضان,U
شارك #المقاومة_الالكترونية # ادعس لتعطيل وزراة الداخلية #السعودية #الشعب_يقول_كلمته #جماعة_انصار_بيت_طنيطر,U
ليس بمقدور احد ان يعيد المصريين الى حظيرة الخوف لقد الثورة كسرت حاجز الخوف الى الأبد لن نتراجع عن مطالب الثورة ولو صدر ضدنا الف حكم,P
"الأمن يسمح لـ"" #الألتراس"" بحضور نهائى شباب اليد بين #الأهلى والطيران لمزيد من التفاصيل",U
إحنا #الزمالك إحنا ايييه ايييه جايين علشان نضحك ايييه ايييه نضحك عليكووووا #الزمالك_الافريقي,U
_ موجوده للى يدور,U
_98 اهاإا اوك تصبح ع خير هههههههاإاي راح تشوفه ان شا الله يتصور مع #السوبر بعد #ثلاثية_الموسم,U
"نهنئ الدكتور عبد المنعم أبو الفتوح بتأسيس حزب ""مصر القوية""، وندعو له بالتوفيق وبأن يكون هذا الحزب خطوة نحو بناء",P
الطاقة البشرية اذا ما احسن استغلالها هى رصيدا و ليست عبئا قوتنا فى عددنا,P
للاتصال بحملة دعم حمدين صباحى 0105064942 - 0103424388 - 0109333999 _,U
أنهيت إجتماع مع عدد من مستشاري الحملة لوضع اللمسات الاخيرة على برنامجنا للوطن قبل إعلانه بشكل نهائي,U
ليه بتتحمرشوا بالبنات؟ #المواطن_المصري,U
بسمة أمل - قصة سقراط مع النميمة: في هذه الأيام وللأسف كثرت الشائعات والنميمة وأصبح الكثير -إلا من رحم ربي من,N
) ! #اولاد_ميت_عقبه #الزمالك #حب_الابيض_غير …,P
"استمعت للعمال: لا حق في انشاء نقابات مستقلة، 8 مليون بعقود مؤقتة، استبعاد 30 ألف مرشح من الاتخابات النقابية، عدم وجود حد إنساني لللأجور",N
هو إحنا حا نعمل جلسات مجلس شعب ليه؟ ما الإخوان أهم بيخلصوا كل حاجة من مكاتبهم ولا حوجة للزحمة والمصاريف,N
"رحم الله شهداء الواجب الوطنى على حدودنا، وادعو لجنازة شعبية حاشدة ضد الارهاب والطائفية الدم المصرى حرام",U
#ولاد_البلد محمد الحلواني,U
_ طبعا الرئيس الذي تطلق جماعته بلطجية ليعتدوا ويسحلوا ويضربوا بنات بلده هو رئيس فاقد للشرعية تماماً,N
909 ألف شكر,P
#كلمه_بتتقال_في_البيت_كل_يوم جب لي ماء وانت جااي سكر اللمبه سكر الباب فارق 😳,U
أسماء الجناة والمتهمين بالنيابة العامة وهي تباشر تحقيقاتها نحن سنكشف الحقائق بالكامل للرأي العام وسنحمل جميع الأطراف مسئولياتها للتوضيح,U
الآن محاضره عن الصحابي الجليل وخليفة رسول الله #عثمان_بن_عفان #ذو_النورين #إذاعه_القرآن,P
_2012 غلط شوف الاعلام بتاعهم بيمسكوا في اي حاجة حتى لو تافهة,N
وحياة قلبي وأفراحه️ #الشباب_الاهلي ٣-٠,P
شاهد - آخر كلام: د عزمي بشارة - ربيع الثورات العربية # #25,U
موقف محترم حذر الأمير خالد بن طلال بن عبد العزيز عضو العائلة المالكة بالسعودية أن إجازة الخروج على الرئيس مرسي,P
طب سؤال بجد: اللي قتلوا الشيعة صاموا نص شعبان وكده؟,U
اصحاب المحلات فى شرم احتفلوا بالانقلاب واذاعوا تسلم الايادى اليوم تظاهروا ضد الانقلاب بكره تشوفو مصر,N
شقط و إحضار :),U
حالا لأول مره في حياتي متشرف أني أكون في مدينه #المحله الكبري لأحياء احد الأفراح بعد قليل #,P
_ لم يحدث هذا كذب و افتراء,N
#حاجة_تستاهل_الحمد كل حاجه ف حياتنا اكيد !!!,P
#ذات_مومنت لما موبايلك يغطس في البطنيه وتقعد ادور فيه ما تلقشي واخر حاجه تنفض البطنيه يقعد الموبايل ايتخبط فيالوطى :/ اصلا عادي,N
شخص يهدد بإستمرار الإرهاب وعمليات القتل في سيناء حتي عودة مرسي أعتقد أنه مدان بالقانون والسجن في إنتظاره,N
شاهد - آخر كلام: الخلاف حول وثيقة المبادئ الأساسية للدستور د محمد البلتاجي و د عمرو الشوبكي #,U
اهالى #عزبة_النخل يفضحون #السيسى: حملته قالت لنا اعملوا توكيلات للسيسى وهن:,N
احيي الشيخ حسن عبد البصير امام مسجد سيدى جابر الذي رفض تعليمات الأوقاف بنفاق مرسي في خطبة الجمعةتعلموا الاستقامة أيها الاخوان الكاذبون,U
#بيع_متابعين #زيادة_المتابعين #تابعني_اتابعك #السعودية #الهلال #النصر #الاتحاد #الأهلي #الأتفاق #الشباب [90535],U
"_ 25 # تدعون للدين وتنشرون الأكاذيب، لم أكن أبدا عضوا بالوطني انتم تتاجرون بالدين",N
3 اقالة رئيسة الطب الشرعى حسمت الجدل حول قتل لواء فراج مطلوب معرفة اسم القاتل واسباب القتل,U
ولما تبص #حواليك هتعرف انك #احسن من ناس #كتير عشان كده #لازم تقول #الحمد_لله,P
يدعوكم صالون د علاء الأسواني إلى حضور الإفطار الجماعي السنوي اليوم الخميس الساعة السادسة مساءً >>التفاصيل>>,U
"البطالة: • تعهدات من القطاع الخاص بإنشاء مراكز تدريب وتأهيل للعمالة و للحرفيين، خاصة في المناطق الصناعية بمدينة بدر",U
مئات القتلى والمفقودين في انهيار أرضي بأفغانستان #افغانستان #انهيار_ارضي #قتلى #مفقودين,U
الا قولي با باشمهندس فاضل هو عادي ان الواحد يحج كده؟,U
هل تعلم لماذا نحكي سيرة وقصة حضارة الأندلس؟ الجواب في المقطع التالي,U
نريد أن ننتقل من الميدان إلى برلمان يحاسب السلطة التفيذية #,U
#اكشن_يا_دوري #النصر_الاهلي النصر سوّى شي ماينتسوّى فاز وتصدر رغم كل الصعوبات لكن موتوا ياجماهير حوّى مع #النصر هيهات هي…,U
_ ميز حسابك باقل الاسعار #الهلال #الاتحاد #النصر #الاهلي #الشباب #تبادل_رتويت 58,U
شاهد- آخر كلام: وقفة مع العسكر سياسياً وأخلاقياً وقانونياً,U
كنت واثق ان احداث #رابعة والدماء التي سالت سوف تكون لها اثارلكني لم اتخيل ابدا انها تصبح وقود يلهب مشاعر الملايين وتحي…,U
مرسي موحد الفتن,N
"2 فأوضحت ماذا أقصد بالتغريدة وابتعادها الكامل عن إهانة القضاء، وقدم المحامون معي العديد من المقالات والتغريدات التي تدلل على احترامي للقضاء",U
من كواليس البرنامج,U
"أخر ما كتبه شهيد اليوم بإذن الله ""عبد الرحمن احمد "" هذه هى نوعية الشباب الذين يقتلهم السيسي حسبنا الله و نعم الوكيل …",N
نيويورك تايمز: الانقلاب دراكولا يبطش بالصحافة,N
استمرار تطور وتجديد كوادر التنظيم المسلح لجماعة الإخوان الإرهابية #السادة_المحترمون …,N
#الببلاوي #أنتخبوا_العرص #الهاشتاج,N
#اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #مرسي_رئيسي #انتخبوا_العرص #سيناء_خارج_التغطية #سأنتخب_السيسى …,U
الرسالة الاسبوعية للدكتورعمرو حمزاوي 10اكتوبر 2012,U
وماحدش هيضيع البلد غير الجبان والواطي والحقير عديم الذمة اللي عمره ما بيقبل على نفسه ما يقبله على غيره من كتر ما هو خائف وجبان,N
مفيش حاجة اسمها دولة وطنية في حاجة اسمها الجماعة التنظيم طز في مصر #السادة_المحترمون …,N
"#العربي_الجديد | ميديا | ارتفاع عدد مستخدمي ""#واتس_آب"" و700 مليون رسالة يومية …",U
#الشروق وسط استعدادات للامتحانات هدوء الحذر يسيطر على جامعة الأزهر: وسط استعدادات للامتحانات هدوء #مصر,U
7 ماله سمك إسكندرية يافندم؟ طب والله من غير مبالغة لفيت العالم مالقيت مثيله وأتوسل إليكي ماتحطميش أسطورتي الخاصة,P
"#دعوة_الصائم_لاترد اللهم لاتجعل حظنا من صيامنا الجوع والعطش اللهم اجعلنا ممن يصومه ويقومه واجعلنا فيه من المقبولين ،اللهم",U
الاعتقالات كالامطار بلا مبررات لكن الانقلاب يرفض حضور المحامين لتحقيقات النيابة,N
اللهم انك اعطيتنا الاسلام من غير ان نسألك فلا تحرمنا الجنة ونحن نسألك #اللهم_امين #دعاء #ادعية?,U
هو ليه احنا لسه محتفظين بصورهم رغم ان كل واحد شاف حياته #ليه !,U
فيلم الشتا اللي فات هيبدأ عرضه في لندن يوم 23 أغسطس في آي سي إيه,U
عبد المنعم ابو الفتوح اعداء المصريون فى الخارج والداخل يدبرون مؤامرات لاجهاض ثورة يناير # #,N
#شاهد #صوت_الناس : #محلب يلتقى رئيس الاتحاد العام لـ #نقابات_العمال لبحث مطالب #العمال - مطالب,U
قدام بيتي 😍 #الربيع #الجمال #نيويورك #بيتي # #مبتعث,P
#بصـراحـه #عن ناس بيبقى نفسك تقولهم يلا المركب اللى تودى و يا ريت تتقلب و هى بتودى ! #رخامة,N
الوفد - دراسة تقديم مواعيد #امتحانات #الجامعات -,U
#ناجي_البغوري يعودهذه نتائج انتخابات #نقابة_الصحفيين,U
الجزار الفاشل يحضر الآن سكينه لكي يذبح بعض كباش الفداء قبل أن يكتشف أن المشكلة أعمق من فشل الأشخاص فهي مشكلة فشل سياسات,N
#النصر_الفيصلي عظيم بجمهورك الله يسعد الحاضرين كلهم والغايبين,P
- | ناس تشبهلنا - #ماهر زين | Ü:,U
"حان الان وقت صلاه الظهر لــ #أسيوط #مصر 11:53 ,",U
نت #فودافون بيعلم الصبر,N
عصام سلطان فضل عشر سنوات عامل نفسه منشق وضد الاخوان وبعدييين بعد الثوره اتضح انهم منهم ولا انشق ولا يحزنون,N
كنت تأجل وتيجي منك بجميلة وتعمل فيها قعر مجلس وكبير العائلة بس هتقول إيه الغباء السياسي صنعة,N
محافظ الأسكندرية فى جولة تفقدية لمنطقة ميامي لحل أزمة انقطاع المياه …,U
أبو محمد أتوفى النهارده قبل ما يشوف حكم بيتنفذ على اللى قتلوا ابنه #مذبحة_بورسعيد,U
رجاء إذا كنت ضد تهميش الصعيد في الدستور الجديد ومع تنميته يبقى اتصل ب وساعدنا نوصل صوتهم,U
88 إنت باين عليك لجنة أمن دولة مفضوحين جدا,N
كوفيه ستوك سيتي عاملة زي الكوفية بتاعتنا #أولد #وايت_نايتس,U
جمعة: الأهلي بحاجة لـ5 لاعبين,U
_96 سامي يعبث بتاريخ الزعيم جعل اكبر افراحنا الفوز ببطولة اولمبي #ارحل,U
هل تعلم؟ #نيوكاسل يتفوق بالمواجهات المباشرة على #ارسنال في تاريخ الدوري الممتاز الانجليزي؟ بعد قليل أرقام واحصائيات للفر…,U
مدير جامعة الإمام يستنكر الثناء على #أردوغان ويعتبر #تركيا دولة فاسدة فاسقة فاجرة تنشر الرذيلة #عسير #السعودية # #,N
خبر { مدريدي } : - سواريز انتقل لريال مدريد بقيمة 80 مليون - هازارد قريب جدا من التوقيع للريال المصدر : غاياردو { وكيل #الفيفا },U
لقاء باسم يوسف علي قناة العربية مع راند ابو العزم - كامل 15/4/2013,U
لا ينكر أحد ضرورة إجراء إصلاحات شاملة بالقضاء سواء فى كيفية التعيين فى البداية وحتى كيفية المحاسبة داخل القضاءلهذا تقدم,U
الجبناء يكذبون علنا احدهم يقول ان العسكر لم يحكموا مصر اخر 60 عاما ويطالب بخضوع مصر للجيش واستشارته فى اى حاجة تخصه,N
الوطن | مبادرة رُفضت وأربعة استنتاجات | عمرو حمزاوي:,U
7 شايفني ناكش شعري وبقطع هدومي يعني ده أنا بقول سعيد جداً سعيد يعني فرحان,U
يلتقى د عمرو خالد معكم اليوم الخميس بإذن الله بمسجد المجمع الإسلامى بالشيخ زايد بعد صلاة العشاء و لقاء جديد فى,U
"مقال #عمرو_حمزاوي ""المذهبية المدمرة"" مسموعا من موقع #اقرأ_لي ",U
الانقلاب يغلق مسجد النصر ب #رفح ومن اظلم ممن منع مساجد الله ان يذكر فيها اسمه وسعي فى خرابها انتظروا عقاب الله,N
"مبادره دستورهم باطل لتعريف الشارع بالمساوئ الاقتصاديه و الاجتماعيه للدستور ببساطة،ريتويت بقا 3 مرات قبل الأ",N
عندما يسكت الإخوان على بذاءات الشيوخ المؤيدين لهم وتطاولهم على الأعراض فوق المنابر فلا تفرحوا كثيرا لأنكم ستكتوون بنار البذاءة والسفالة,N
كذبة حقيرة الاهرام العربي:مرسي طبع 65 مليار جنيه والبنك المركزى يأسف ويستنكر ويرفض التعقيب,N
فالانتقاص من صلاحيات البرلمان المنتخب واعطاء صلاحيات تشريعية لمجلس استشاري معين هما أمران ينبغي على كل مؤمن بالديمقراطية أن يرفضهما,N
شارك في الاستفتاء على صفحة كلنا خالد سعيد,U
رئيس الوزراء إبراهيم #محلب يلتقى مجلس إدارة اتحاد عمال #مصر # #,U
* سعودي يستهبل على ذيب شوفوا وش صار له ~☺ !! ياشيييين الهيااااااااط بسسس ☻ #فيديو,U
قانون منع التظاهروالاعتصام المزمع إصداره يحسم اﻷمرأمام كل متردد بأننا نواجه سلطة قمعية ليس لها مشروعية تستهين بحريات وكرامة وحقوق المصريين,N
بتر أصابع يد طفل بعد إطلاق النار عليه من أحد أنصار مرسي في اعتصام رابعة …,U
#التحرير | حملة صباحى تنظم سلسلة بشرية بالسويس لدعمه فى انتخابات الرئاسة العشرات من أنصار وأعضاء حملة حمدين صباحى,U
عدت من الاسماعلية منذ قليل بعد يوم حافل ختمته بمؤتمر جماهيري دفء مشاعر أهل الاسماعلية هون برودة الجو #,P
"هذا العام قررنا أن يكون برنامج رمضان مختلفاً عن كل عام فبدلاً من أن نحكي قصة شخصية أو سيرة أفراد، قررنا أن نقدم",U
#اعرفوهم_انقلاب_مصر_يسقط_حكم_العسكر #الداخلية_بلطجية #شهداءالحرية # الشهيد محمد فتحي 20 عاماً #بني_سويف,U
"أحسن حاجة في أغنية #السكة_شمال هيا ""ايه ايه ايه ايه "" اللي أمير بيقولها قبل ما بيغني علي طول !",P
أيامنا هذه هى أيام اختلال مفزع لمعايير الحكم على الأمور فى المجال العام فى مصر وفى بلاد العرب,N
نرصد تاريخ التنظيم الدولي لجماعة الإخوان المسلمين #مصر #فلسطين #تونس #الإمارات #الأردن #سوريا #السعودية #الكويت,U
عصام-سلطان و الغوغائيون,U
الفلفل الأحمر الحار يساعد على حرق السعرات الحرارية -- #دايت #جمال #سمنة #صحتك #المرأة,U
"نحن بحاجة إلى وسطية في المعاملات واعتدال في المواقف و الا تعرضنا لعوامل هدم المجتمعات الكبرى"" #مصر #تونس #لبنان #الإمارات #فلسطين",U
"بيننا وبين ""التقوى"" مخافة الله سبحانه وتعالى لكن بيننا وبين التدين الشكلى مجرد موس حلاقة (جلال عامر) #جلال_عامر",U
"وقفة تضامنية لطلاب ""هندسة #أسيوط "" مع زميلهم الموقوف عن الدراسة",U
رصد| يحدث الآن طلاب ضد الانقلاب يتظاهرون في جامعة #المنيا بعد صدور #2011,U
#الامريكان اكتشفو إمكانية وجود مياه على المريخ ^_^ #المصريين اكتشفو ان ب 2 جنيه فول كل جنيه لوحده اكتر من ب 2,U
شاهد - آخر كلام: مسحت الكلام؟ طب مسحت الدم؟ جبت حق اللي مات؟ #,N
عايزه اعمل مجتمع ربعاوى بعيد عن الفلول و اللى عايزهم #فلول # شعب بلا اخلاق #ستحاسبووون,N
"اثنان وثلاثين سببا للتصويت بـ ""لا"" على مشروع الدستور",N
#الحكومة لا تلتـزم بـ القـانون للأسف #حقيقة,N
بيان لبعض الشخصيات العامةمنهم #ممدوح_حمزة و #سكينة_فؤاد و #فريدة_الشوباشي و #خالد_يوسف و #محمد_غنيم يطالبون فيه الرئيس بالإفرا…,U
"( فألقيه في اليم ولا تخافي ولا تحزني إنا رادوه إليك وجاعلوه من المرسلين ) هذه الآية تبعث الأمل ،، #ل…",P
قالوا تعالوا وقاموا ضاربينهم بجد؟ ليه؟,U
بسمة أمل: قصة حب أفشلتها كذبة - هام للمقبلين علي الزواج قصة حب جميلة وحقيقية بين شاب وشابة ولكن حدثت غلطة واحدة؟,U
"ارتفاع ضحايا رفح لـ11 قتيلا و17 مصابا وإعلان أسماء الضحايا #نقطة_لقاء، #يوسف_الحسيني # #…",U
الأحتلال لا يحل بالحروب يجب النظر فى الحلول السياسية السلمية #تويت_كأنك_ناشط_ايام_حرب_اكتوبر #البرادعى,U
#6ابريل صباح الغباء # خلطة نقاء وغباء ثوري النتيجه حزب وطني #نيولوك #الحرية_للمعتقلين #ماهر #دومه #عادل # #…,N
شارك بتعليقك ؟ #وزير_التموين: ندعم إنتاج 270 مليون رغيف يوميا بمعدل 3 أرغفة لكل مواطن,U
الوطن | عزوف الفئات المظلومة عن السياسة! | عمرو حمزاوي:,U
