Tweet,Classification
القهاوي طلعوا مانعين الشيشه فعلاً,U
اذا جاءك يوما يسؤك فسياتي يوم يسرك #حساااب_,U
هي فتره صعبه ع الكل بس احمد ربك لو انت عارف تتعايش معاها لان غيرك الدنيا معانده معاه ومش مدياله فرصه يفكر يتعايش حته وبيحمد ربنا بردو,P
لِقد مات قلبي والميت لايعُود #حساااب_,N
"و أَنت الذِي جَئت مُختلفاً ، لست صَدِيقاً ولا حبيباً لكِنك حياة ♥️",P
صباح الخير 💖,P
بالابتسامه نتجاوز الحزن بالصبر نتجاوز الهموم #حساااب_,U
"#صباح_الخير . ثم إن الله لن ينسى سكوتك عن الكلام ، ولا عتباً كتمته ، ولا قهرًا لجمته ، ولا ألماً تحملته ، فـ اطمئن 🖤",P
"♡.. ⁧ صباح الخير اصنع بنفسك سعادتك لا تنتظر لأحد أن يصنعها لك ، ضعها نصب عينك وكلما تعثرت تذكر انه يجب عليك الوصول وانهض وتابع المضي قدماً فمهما بلغت من الصعوبات تجاوزها ففي النهاية وبعد كل ذلك العناء ستصل إلى ما تريده مهما كان الثمن ، وقتها تقول لقد كنت وحدي لكني فعلتها",P
"أيُها المقصود بكُل حديث الحُب ، أحبك جداً . #حساااب_",P
الاحترام تربيه وليس ضعف .. #حساااب_,U
"العلاقات أخلاق ، حتى لو إنتهت . #حساااب_",U
أنت وحدك كفاية عن كُل شيء.. #حساااب_,P
اوروبا تسمح لمواطني 15 دولة السفر اليها وتستثني الأردن غريب مع انه نشف ومات #الاردن,N
يارب خفف عنا عذاب يوم القيامه #حساااب_,U
"كن راقِياً بفكرك ، بما تكتب ، بتعاملك ، بأخلاقك ، ستجذب إليك قلوب الناس ، وإن كانوا لا يعرفون عنك شيئاً 💗",P
دع الناموس يقرصك حتى تستطيع قتله #حساااب_,U
ليرحل من يشاء فالله لا يبعد إلا السيئين ! #حساااب_,U
ياسعود لو دنياك يبطي شهَدَها مرّات بعض المّر يا سعود خيره..🤍🖤,P
للأسف ما أعرف أتعامل مع شخص عليه زحمه,N
ليس هناك أجمل من النصيب الذي يناسب ما تمناه قلبك ❤️,P
قد يبعد الله عنك ما تحب ليشغلك بما يحب #حساااب_,P
"الشعب اللبناني يبالغ في الأدب مع ظلامه، لم أقرأ عن ثورة بهذا القدر من السلمية في تواريخ الأمم!",P
كل الخوف خوف الا الخوف من الله طمأنينه #حساااب_,U
"��للقلوب الغالية أماكن رائعة في قلبي لا يعلمها أصحابها لكن يعلمها ربي اللهم ارفع مقامهم في الدُنيا والآخرة وأثلج صدورهم بتحقيق النعيم، وأصلح ذريتهم ونوّر بصيرتهم، واجعل حياتهم في راحة وسعادة دنيا واخرة 🌺صبحكم الله بالخير",P
لا جمال دون اخلاق #حساااب_,U
احتاج شيء يغير المزاج ... لي اسبوعين Moody,N
"لكنني أحب كرة القدم أكثر، وكرة القدم في شرحها البسيط هي: مواطن أرجنتيني طوله ١٧٠ سنتيمتر، ولد ف الرابع والعشرين من يونيو عام ٨٧، ولاشيء آخر : ليونيل اندريس ميسي ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️",P
"الحب خلّاق ، يخلق بداخلني شعور مطمئن 💕",P
#الضريبه_الجديده للاسف مؤثرة مرا وكثيره الله المستعان بس 😔,N
الله ثم المليك ثم الوطن #حساااب_,U
اللهم لا تؤذينا في من نحب 😢🙏🏻,N
سخرية القدر ان تتدهور احوال الناس بعد ثورة شعبية و تتحسن احوال المسئولين عن النظام ...,N
السعاده ان تنظف حديقه قلبك من الاشجار #حساااب_,U
#اللهم ارفع عنا البلاء💔,N
في إنحاءة ظهرك لله إستقامه لإعوجاج قلبك #حساااب_,U
اقسى انواع البعد ان تكون بعيدا عن ربك #حساااب_,N
ربي إني مقبّل على أيام تحتاج توفيقك وتسهيلك اللهم إني وكلتك كل أموري وأنت خير وكيل ..,U
"هذا المساء للحب ،، للشوق ،، للمواعيد وهذا المساء لك أنت شمع وأغاني وعيد 🎶♥️",P
جباري المصلحة الوطنيه تقتضي تكليف شخصية وطنيه من إقليم حضرموت لتشكيل حكومة جديده. فرض شخصية من قبل جهه غير يمنيه يعني ان الشرعيه بكل مكوناتها اصبحت لاحول لها ولا قوه وعلى الشعب اليمني ان يدرك هذه الحقيقه..,N
احلي عيد ميلاد ف حياتي 🎁❤️❤️🎂🤩,P
#عاجل | السويد: إيران توافق على تعويض ذوي ضحايا الطائرة الأوكرانية المنكوبة #صدى_السعودية,P
#عاجل | ياما اتعلمنا منك يا موهبة.. عمرو زكى يهنئ إسماعيل يوسف بـ عيد ميلاده #البلد_سبورت,U
الحل الوحيد تترجع الثورة تكبر و تكفي بزخم هي بعودة باسيل كوزير! ساعتها يا معلم لحّق علبن🤦‍♂️,N
عاجل : دخول مساعدات طبية عبر منافذ البصرة تضم اسطوانات اوكسجين من #ايران و #الكويت.,P
مع احترامى للجميع بس الحياه من غير اخت بنت ملهاش طعم..,U
#الحريري: سيكون لنا كتيار مستقبل موقف قاس جدا اذا كان العهد او رئيس الحكومة يفكران بإقالة رياض أو أي حاكم نحن بحاجة إليه في هذه الظروف #عاجل,N
عندي قناعه ما يكررني الوقت وتبطي بك الدنيا ولا شفت مثلي💎,P
"⭕️حقوق الانسان: إطلاق سراح 3 من رموز النظام السابق خلال أسبوع بعد انتهاء مدة محكوميتهم. المطلق سراحهم هم الفريق الركن وليد حامد توفيق الناصري التكريتي، الذي شغل منصب محافظ البصرة قبل التغيير عام 2003 بعد انتهاء مدة محكوميته. وبرزان عبد الغفور سليمان المجيد، وهو أحد قادة يتبع",P
المخدرات السورية في إيطاليا..خريطة التصنيع والاتجار في سوريا,N
على مودك انت وبس اسهر واتأنق والبس..,P
كانت راح توصلني أحلىٰ هدية بحياتي 🦌♥️؛ بس مآزبطت 😩💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔الله يعوض🥺,N
انت مش بائس اكتر من واحده راحت تجدد جواز السفر عشان تروح لباباها ومن تاني يوم الكوكب انهار ولسه مراحتش جابت الجواز حتي !,N
"بخصوص اللي عنده voucher، لو انا معايا شخصين كيف احجز لنا كراسي مع بعض و الحجز online مايسمح؟",U
�� عاجل ايفون 12 نزل بخاصيه جديده وهي انك تقول للجهاز : زوجتي جات ... - وهو يقفل كل الصفحات . - ويخفي الدردشة . - ويمسح الاستديو . - وفوق هذا يخلي ابوها خلفيه . ههههههههههههههههههه 😂😂😂😂يمه يمه يمه الاخيرة تقتل 👌👌👌هههههههه,P
شخص ملك قلبي من اقصاه لادناه وسنين عمري قبل اعرفه حسوفه❤️,P
"""كم تبدو طفيفة الآن الجراح التي توهمتها نهايتي""",N
فيني طاقة ايجابيية مش معقولة 😢💜💜💜💜💜 الحمممدلله لك يارب,P
هاهي فرنسا تقرر نسبيا الخروج من حلف الناتو الاستعماري الميت سريريا ولكن النشط في مقاولات اردوغان الارهابية في سورية وليبيا و قطر واليمن وجر..حل هذا الحلف خدمة للانسانية وايضا ضرورة محاكمة قادته العسكريين الذين نفذوا جرائم ابادة وجرح مئات الاف الليبيين المدنيين مع اخوانجية مصراتة,P
حروفي تتسع الكل فهي تستمد من أنفاسي وأنفاسي تصدر عن صدر رحب . د.هانيبال يوسف حرب #الخليج #مصر #قطر #السعودية #دمشق,U
طوبى لمن وُجد في صحيفته استغفاراً كثيرا استغفر الله العظيم و أتوب إليه 💛✨ #استغفرالله,P
#بوح_المشاعر لست حزينا لأنّ الناس لا تعرفني .. ولكني حزين لأنّي لا أعرفهم,U
لا ترجي الليل نجمه .. و القمر باكر,U
"ليكيب | أصر أرسنال على عودة ويليام ساليبا إلى لندن لمدة 10 أيام هذا الشهر لإجراء اختبارات بدنية، مما يقلل من الاستعدادات للكأس ورفضهم دفع مكافأة 2.5 مليون€ التي سيدينون بها لسانت إتيان إذا لعب المباراة وأدى ذلك إلى انهيار المحادثات.",U
الصيف دي السنة قوي زيادة والله,N
#مباشر | ارتفاع بأسعار بعض المواد الغذائية بنسبة 100 % في سوريا ومغردون يعلقون: حكومة مفلسة وبلد منتهية #FollowUp #OrientPlus,N
حشرجة خلف مقود السيارة.. الضائقة الاقتصادية ترسم ملامح موت معلن #الاتحاد_برس #بين_الناس #سوريا #أحوال_الناس,N
يعوض الله ويعطي الله ويغني الله ويجبر قلبك الله ولا يفهمك ويفهم ضعفك وحاجتك وقلة حيلتك إلا الله.,P
يخوان بلكت خويي القحطاني فالسوني لان قروشني كل مالعبنا كود يطلق بالسماء ويقول لعيون قحطان وننفضح ويجون يزرقون السلاح فينا,U
"ليس (الحب) بالانتقاء و الاختيار لان الانسان قد يحب قبل ان يشعر بانه احب ، و قبل ان يلتفت الي الانتقاء و الاختيار ... #عباس_محمود_العقاد #أحمد_مراد #ديستوبيا",U
نسبه الشفاء قطر 88.5 % تونس 88.3 % الكويت 80.2 % البحرين 80.1 % الأردن 78.2 % الإمارات 77.8 % المغرب 70.4 % الجزائر 70.3 % السعوديه 69.7 % لبنان 69.2 % عمان 59.5 % العراق 52.0 % السودان 48.1 % اليمن 42.4 % سوريا 36.2 % الصومال 31.9 % ليبيا 25.5 % مصر 27.0 % فلسطين 15.4 %,U
"الخاص لرئيس النظام السابق صدام حسين، وشقيق روكان رئيس الحرس الخاص، وتسلسله 11 في قائمة المطلوبين، حيث تم اعتقاله من قبل القوات الأميركية في تموز 2003والمقدم جمال مصطفى عبد الله السلطان، والذي كان يعمل مسؤول ملف شؤون القبائل والعشائر سابقاً، علماً أنه زوج حلا صدام حسين",U
دايما انسى اني زعلانة,N
#اعرف_طبيبك #أطباؤنا يعملون على خدمتكم يوميا من الساعة التاسعة صباحاً وحتى الساعة الواحدة بعد منتصف الليل تعرف على #أطباء قسـم #الجراحة_العامة بـ #المستشفى يمكنكم حجز #موعد أو استشارة أونلاين عبر الرابط أدناه: #متحدون_لرعايتكم #الأطباء_المتحدون,U
"ما عم صدق يللي عم بسمعوا من وزيرة الإعلام عن مقررات مجلس الوزراء، يعني ولا كأنوا عايشين بالبلد معنا 🤦‍♂️ #مجلس_الوزراء",N
"""أغلى ماعلى قلب الآدمي..أمه و أبوه.""",P
دفاعنا الاول نحبكم ندعو لكم واللهي تقاتلون بلا سلاح حفظكم الله اطبائنا ومنسوبي الصحه اجمع انا رايت جهدكم بوركتم,P
الصمت من طبعي و طبعي غلبني,U
ثق بأنني أستطيع أن أجازف بالتخلي عن كل شيء في حين يصبح المكسب نفسي,U
عاندت الحياة شخصا ولكنه لم ييأس لأنه يدعي ربه دائما ..,P
بعض البنات تشتري ملابسها على الجسم اللي يعجبها مو على جسمها.. ^ عشان كذا نشوف العجائب😄,N
شهر سبعه كرييييييييييه,N
_ الليٍ فَهٌم مش زيٍ اللي زَعل.. اللي زَعل بيتراضيٍ بس اللي فهٌم بيمشيٍ ومَبيرجَعش.!,U
الفرات ثم النيل ثم انقراض الشعوب الجبانة لان الخونة لهم مأوي في اماكن اخري بالاحوال المنهوبة من البهائم قناة روسيا اليوم/ سوريا.. مشاهد مفزعة لنهر الفرات #سوريا #تركيا #الفرات - عبر تطبيق نبض,N
"اغلب العطور تسبب لي صداع ، احد مثلي وإلا بس انا 😔💔.",N
#عاجل: #عبد_الصمد: الإصلاحات على #السكة وخصوصاً بموضوع #الكهرباء وهناك 10 إصلاحات أساسية على جدول اعمال #الحكومة,P
عاجل - اتحاد النقل الجوي يُحذر: إجراءات #الحجر_الصحي الصارمة تعرقل استئناف #الطيران • يجب وجود توازن بين حماية صحة المواطنين.. وإعادة تنشيط الاقتصادات • #الخسائر تتراكم.. ولا يمكن لأي شخص أن يتحمل هذا الإغلاق,N
"""إيبولا الأرنب"" .. فيروس أرانب مميت ينتشر بسرعة في الولايات المتحدة! #عاجل",N
ياالله اعنّي على نفسي اذا ضعفت واذا وقفت في منتصف الطريق وسئمت,N
الفراغ مخليني قاعدة بفتح اليوتيوب عشان أعرف عن قصر البارون أكتر وأشوف شكله من جوا عامل إزاي وإترعبت الحمدلله :),U
أقوى من حقد الجِمال حقد البنات لبعضهن بعض,N
في ناس تسرقك من كلمة وسطها ابتسامه 🖤,P
"*من لا يرى في يومه ما يستحق الإبتسامة فليغلق عينيه !* *ساعتها سيعلم أن رؤية النور وحدها تستحق الإبتسامة !!!* *كل يوم تعيشه هو هدية من الله ، فلا تضيعه بالقلق من المستقبل أو الحسرة على الماضي .* *فقط قل*: *توكلت على الله* *وفوضت أمري اليه* *فكل شي في هذه الدنيا إما أن يتركك أ",P
كما قال عمرو دياب العظمه انا عاوزك بس تكون عارف ببعد وقلبي معاك ❤️,P
"إن الطريقةَ التي يتذكّرك بِها الآخرون، هي لمستُك الخاصّة في أيامهم",P
وش اكثر شي تهتم فيه وتحبه؟!. 1-الاكل 2-شخص 3-الترفيه 4-الاكسسوارات 5-حاجات ثانية,U
لازم ادرس القصه اليوم ضروري اقراها واحفظها وافهمها فليل 😭,N
نفسي احد يحبني لدرجة ذي انا منبوذ؟,N
عاجل 🔴 . باكستان تعلن رسمياً إيقاف لعبة (بابجي) الشهيرة عبر الإنترنت بعد تسجيل تقارير عن حالات انتحار ومشاكل تتعلق بالصحة النفسية بين الشباب الصغار. . #ببجي #تبوك,N
رغم كورونا... 63 % من المنشآت الصغيرة والمتوسطة حققت 10% نموًا بالمبيعات #عاجل,P
"قال صالح الدمشقي لابنه: يا بني ، إذا مر بك يوم وليلة قد سلم فيهما دينك، وجسمك، ومالك، وعيالك فأكثر الشكر لله تعالى ، فكم من مسلوب دینه، ومنزوع ملكه، ومهتوك ستره، ومقصومظهره في ذلك اليوم، وأنت في عافية...! -تاریخ دمشق لابن عساکر",U
. . و تمرُّ أقدارٌ عليك كئيبةٌ فيراك ربّ القلب تصبر راضيا ولسوف يعطي بالرضا ما ترتضي .. من بعد أن تمسي وتصبح داعيا الجبر بعد الكسر عادة ربّنا لن يترك الرّحمن قلبك باكيا . .,P
"انا دماغى صعبه اوى ومش سهل ان حد يفهمنى او ياخد على طباعى بسهوله، محدش مجبر يستحملنى وانا ممل او يستحمل برودى ومزاجيتى، انت حر عايز تقرب هتلاقيني موجود عايز تبعد هتبقل دا بهدوء و تفهم. 😘",U
"""رويترز"": الشرطة الكندية تلقي القبض على مسلح قرب منزل رئيس الوزراء عاجل",N
صحيفة القبس/ عاجل - اتحاد النقل الجوي يُحذر: إجراءات #الحجر_الصحي الصارمة تعرقل استئناف #الطيران. يجب وجود توازن بين حماية صحة المواطنين.. وإعادة تنشيط الاقتصادات. #الخسائر تتراكم.. ولا يمكن لأي شخص أن يتحمل هذا الإغلاق - عبر تطبيق نبض,N
"لماذا نغلق أعيننا عندما نضحك بشدة ، وعندما نحلم ،وعندما نتعانق ، وعند الخشوع ؟ لأن أجمل ما في الحياة لن تراه بعينك بل ستشعر به بقلبك . أجاثا كريستي",P
الله يشفيه ويعافيه #خالد_الزيلعي,P
عاجل رسميًا: #ريال_مدريد يعلن التوصل لاتفاق مع إنتر ميلان حول أشرف حكيمي التفاصيل على,U
"إختاري راجل ميسبكيش تنامي زعلانه حتي لو غلطانه ، إختاري إللي متهونيش عليه .",P
الاشعارات مدري ليش ماتوصلني 😟,N
وبك من اللباقة واللطافة ما يجعلني أشهر بأنني ملكة روحك وقلبك وكأن الهمس معك علاج لكل مافي قلبي ..,P
تجب المطالبة بالتعويضات لكل أسرة شُردت وهدمت منازلها وقُتلت من كل دولة ثبت ان أحداً من رعاياها انضم في صفوف داعش للقتل والتشريد والهدم في سوريا والعراق على وجه الخصوص وليس استقبال ماتبقى من نسل المجرمين وتقديم الخدمات,U
شهر بالظبط والبلد هاتنضف لو استمرينا في تفعيل القانون كده👇 أي واحده تتمايص علي تيك توك ولا صفحه مصيرها الحبس أي مقاول حيمشي غلط يتقبض عليه زي الكلاب الضاله اي مرتشي في المحليات او غيرها هايتجاب من قفاه وهايتحاسب طول مالقانون بيتفعل والبلد هاتنضف👌🏼👌🏼,U
"ادو دورهم في زرع الفتن و ترويع سوريا التي كانت مطمءنه بالنسبه لتركيا شيطان الشرق الأوسط الجديد مع إسرائيل وايران، حسبنا الله ونعم الوكيل",N
لازم يجي مع اي حدا بنتعرف عليه جديد كتيّب في معلومات عن الشخص و كيف نتعامل معه و يتضمن بأخرتو warnings مشان اذا ما عجبنا المكتوب ما نتورط من الأول,N
"لا جـديـد، الـحـيـاة تـعـيـد نـفـسـهًـا كـُل يـّوم.",N
اللهم النصيب الجميل,P
عاجل #عائلة_شقفة تحرق منزل قاتل طفلها احتجاحا على حكم نيابة ح ما س على الجاني #AmadPS,M
"خبر #مضلل 🌀 الشركة التي تطوّر لقاح لكورونا ليست أميركية - ""إسرائيلية"" إليك تحقق #مسبار 👇 #misbar #عاجل",U
فيه شخص اذا لعبت معه اصير ابن سوريا بس دايم لما ألعب معه ما اصور,U
عاجل : الانتقالي يرفض اي شخصية حضرمية او شبوانية لتولي رئاسة الحكومة. و يوافق على الدكتور معين عبد الملك لتشكيل الحكومة . والرئيس هادي يستدعي معين ويأخذ منه العهد بعدم تجاوز صلاحياته والأخير يوافق على ذلك .. إذا حصل هذا على الدنياء السلام,U
25 مولوداً سليماً لأمهات مصابات بفايروس كورونا بالمدينة المنورة #عاجل,U
"الحرس الخاص لرئيس النظام السابق صدام حسين، وشقيق روكان رئيس الحرس الخاص، وتسلسله 11 في قائمة المطلوبين، حيث تم اعتقاله من قبل القوات الأميركية في تموز 2003. والمقدم جمال مصطفى عبد الله السلطان، والذي كان يعمل مسؤول ملف شؤون القبائل والعشائر سابقاً، علماً أنه زوج حلا صدام حسين",U
لاحركة نقل ولاتوظيف !!؟ #حركه_النقل_الخارجي,N
"قالت الشبكة السورية لـ حقوق الإنسان في بيانها الصادر الأربعاء، إنّها تلقّت رسالة مِن الخارجية الهولندية تؤكّد فيها عدم تغيير سياستها في حماية اللاجئين السوريين، الذين قد يواجهون خطراً في حال إعادتهم إلى #سوريا.",U
لما تكون داير تسترجع تفاصيل معلومات قريتها و ما تتذكر كانت في اي كتاب و تفتش ما تلقاها موضوع غيااظ,N
"التضحية الزايدة عن اللزوم جحود من صاحبها تجاه نفسه.. ""خير الأمور الوسط"" مش مجرد حكمة فارغة المضمون، دي حقيقة في معظم مناحي الحياة، خصوصًا إنك بمرور الزمن ممكن تكتشف- لا قدّر الله- إن اللي كنت بتضحي عشانه بأڤورة ده ميستاهلش تُبصله حتى.. بتبقى قطمة ضهر صعبة أوي ساعتها.👌🏻🖤",U
احيانًا يود المرء لو بوسعه أن يهرب حتى من نفسه.,N
«الصحة»: 3383 إصابة جديدة بـ«كورونا».. و4909 حالات تعافٍ إضافية #عاجل,U
#عاجل: مقتل وإصابة عدد من القوات الكينية في إغارة لمقاتلي حركة الشباب على قاعدة عسكرية في بلدة #كلبيو الواقعة في الحدود المصطنعة بين #الصومال و #كينيا.,N
لا نكتمل بأحد ولا نضيع من دون أحد نسعد بمن يبقى وننسى من نسي ولا نضيع من دون أحد,U
معلش ياشباب اتكلمو عن أخلاقي عشان اللي مرتبط بيها هتشوف التويته دي 😂🤣,P
"��حقوق الانسان: إطلاق سراح 3 من رموز النظام السابق خلال أسبوع بعد انتهاء مدة محكوميتهم. المطلق سراحهم هم الفريق الركن وليد حامد توفيق الناصري التكريتي، الذي شغل منصب محافظ البصرة قبل التغيير عام 2003 بعد انتهاء مدة محكوميته. وبرزان عبد الغفور سليمان المجيد، وهو أحد قادة يتبع",U
أيها العرب أيها المسلمون أين العدالة أين حق الطفل السوري المغتصب في لبنان لو لوكان طفلك ماذا كنت لتفعل يجب محاسبتهم با أسرع وقت #العدالة_للطفل_السوري #لبنان__ينتفض #سوريا #COVID19 #حقوق_الإنسان,N
تمادوا بحب الأشياء التي تجعل أرواحكم رحبة🌻,P
ترا البنات يحبون المفاجأت خذ حبيبتك وعرفها على حبيبتك الثانيه . 🤪😜,P
عاجل انباء عن مصادقة رئيس مجلس السيادة على توصية رئيس الوزراء علي قرار بإعفاء قيادات عليا في الشرطة السودانية نزولا لمطالب الشارع والثوار,U
"بأكثر من 53 ألفًا.. المملكة تجري أعلى عدد يومي لفحوصات ""كورونا"" #عاجل",U
"ابتدأ يومي بـ ٣ كبار سن غمروني بدعوات صادقة من قلبهم، جاني شعور ان ربي أرسلهم لي من أول الصبح يخففون علي الضغط النفسي اللي مريت فيه هاليومين☹️❤️ فعلاً كنت محتاجة هالطاقة .. الحمد لك ياربي ❤️❤️ #2_July",P
"سيدنا علي بن ابي طالب كرم الله وجهه الكريم كان معاه حق لما قال : جربت المرارات كلها فلم اجد امر من الحاجة للناس ."" ادعي ربنا دائمًا انه ما يحوجك لواحد من خلقه .",U
لقدِ احتوتنِي الكلماتُ كثيرًا..حضنتنِي مرَّات وكسرتنِي مرَّاتٍ..منْ قالَ أنَّ الكلماتِ لَا تفعلُ شيئًا إنَّها تملسُ..تنفض..ُتغرقُ..تُنقذُ..تُدفءُ.. تجعلكَ تطيرُ..تتسعُ..وأحيانًا تلصقكَ فِي الأرضِ لتتمزقَ.🌿.,P
"أحبه من هنا لأبعد مدى ، عمري وياه ابتدى وباقي وياه ... 🤦🏽‍♂️✨",P
"هل رأيتم ذلاً وهواناً للمسلمين أكثر من هذا !!؟ 3 من أدنى المخلوقات فى المحافظة السورية رقم 15 محافظة لبنان بالأخص من كلاب أهل النار الشواذ عن أمة الإسلام "" من ضمن فرق الشيعة "" قد تجرأوا على طفل عمره 13 سنة من سوريا الأبيه و انتهكوا حرمته ! .. يتبع #العداله_للطفل_السوري",N
إيطاليا تصادر 14 طن مخدرات قادمة من سوريا,N
يتبع وارسلت خطاب يوضح اننا لم نستلم المبني ونتمسك بنصوص العقد وارسلت الخطاب رسمي وتم تسليمه للمدينه بموجب رقم قيد بتاريخ 2020/6/15 المشكله قسم العقود الي هو مسوول عن رفع المطالبات الماليه طلب مني خطاب يوضح باستلام المبني بتاريخ ارسال ايميل عدم رغبه التجديد,U
"نحنُ نميل تلقائيًا لمن يَفهمُنا ويتفهمنا، ويستثنينا دائمًا.“ #أحمد_خالد_توفيق",P
اشتقنا نتريق ب joy💔,N
"أنا لا أهجر أحداً ، لكنني لا أمسك يد من أراد الرحيل",U
"""والسرور اللي يجي والسرور اللي يروح إنتي سبّة روحته .. إنتي سبّة جيّته"".",U
��🏻 : ماما كيف عرفتي بابا؟ 👱🏻‍♀️ : كان يحميني في بوشنكي وحبينا بعض.,P
علشان سني يوجعني صرت كل ما أدخل على بروفايل أحد ألقى انه دكتور اسنان !! كلكم صرتوا دكاترة اسنان ماشاء الله ؟,N
الله يعطيني سعادة وزير الكهرباء هو وعم بيرد على الصحفيين عن موضوع انقطاع الكهرباء والشمع 🤣🤣😡 #لبنان_ينهار,N
همسه: لا تضر أحدا وعش حياتك كما شئت. 🌹,U
دحين الوضع طبيعي كدا !؟؟ زمان لما اتابع دراما اجلس بالساعات مافي شي يقومني دحين حلقه على بعضها ماقدر اكمل 😭😅 اشوف عشره دقايق اسوي شغلات تانيه واكمل تاني يوم وبرضه بالتقسيط 🤦🏼‍♀️,N
عندما يخرج الناس من اماكنهم الطبيعيه وعندما يقلل رجل الاعمال من قيمة رجل الدوله وعندما يغتصب الجندى مكان الفيلسوف يفسد التنسيق بين الأجزاء وتفسد المفاصل ويفسد المجتمع وينحل.,N
مصر.. انهيار عقار كبير على حفارة أثناء إزالته #عاجل,N
حسبنا الله ونعم الوكيل في كل ظالم #حقوق_افراد_الامن_والسلامه19,N
والله فقدت الأمل نهائيا يرجع لانه كان فيه حقوق وسبام قوي الاثنين معا واتقفل نهائيا من إدارة التويتر بس مافي مستحيل مع هالانسان قدر يرجع لي شكرا بحجم السماء تعبت وانا اقولك عظيم انت مو رجعت لي حساب بل رجعت رفيق دربي 😔♥️♥️,P
- #الشرق_السعودية | #عاجل | شاهد .. #رويترز: لايستبعد ان يكون عمل تخريبي في #منشأة_نطنز_النووية في العاصمة إلايرانية -,U
#عاجل الموعد والقنوات الناقلة.. كل ما تريد معرفته عن مباراة مانشستر سيتي ضد ليفربول ؟ #حضرموت_الاداره_الذاتيه_الجنوبيه_خيارنا,U
منتجات مايكروسوفت ويندوز 10 برو و برامج الأوفيس متوفرة بأرخص الأسعار! #عاجل,U
الظلم ظلمات يوم القيامة #حقوق_افراد_الامن_والسلامه19,N
"˝ أنا لست ممن يهوى الجدال رأيك صائب بقوانينك رأيي الأصح بقوانيني لدينا اذنان خلقت لتسمع الجميع ولا تستقبل إلا ما تهوى وأنا لا أهوى الجميع ولا أؤمِن إلا بعقلي""",U
لا يغيب من لديه لديه ظروف يغيب من لديه وحده صاروخ احلى منح روحي صيحي يلا,P
"#ريف_دمشق_الغربي اندلعت مواجهات بين عناصر من ميليشيات الفرقة الرابعة، وعناصر حاجز الزيات الذي يتبع لما يُسمى بـ ""أمن الدولة""، بالقرب من مدينة الكسوة بريف دمشق الغربي، الأمر الذي نتج عنه سقوط جرحى بين الطرفين فضلاً عن توتر أمني كبير نتيجة تطورات الحادثة",N
"انا بحاول اغض الطرف عن الي بيحصل في الدنيا بس كده كتير والله العظيم عالم مخيف بطريقه مش طبيعيه كل يوم أخبار ابشع من الي قبلها ، بشاعه البني ادمين ملهاش حدود والله ده انتوا عايزين الحرق .",N
اى حد اتسببلى ف اذى نفسى ف يوم من الايام انا مش مسمحاه ليوم الدين ولا نسياه ف دعايا .,N
"""الجبير"" يلتقي السفير الإيطالي ويستعرض سبل تعزيز العلاقات #عاجل",U
معاً للمطالبه بحقوقنا نحن #افراد_خدمات_الامن_والسلامه #حقوق_افراد_الامن_والسلامه19,N
شغلت المانع عساك اكتب بس شرد ذهني بصوته وقررت اكتب عن صوته بالاضافه الى موضوعي الي بكتب عنه😅,P
يالله توفّق مابينهم ع خير و انبسط انا و افففرح 🙏🏼🙏🏼,P
تجميد الملايين من الحسابات المصرفية في المملكة المتحدة,U
#عاجل #كرة_القدم #مباريات سيلتا فيجو يفقد خدمات دينيس سواريز لنهاية الموسم,U
عاجل وزارة الخارجية تدين التصعيد العسكري لدول تحالف العدوان بقيادة السعودية واستمرارها في استهداف المدنيين والمنشآت الخدمية والعامة. وزارة الخارجية: تصعيد العدوان يتناقض مع ما يدّعيه التحالف من وقف لإطلاق النار الذي أعلنته السعودية وهو يعمل على إفشال الجهود الأممية.,N
#عاجل | شاب يذبح زوجة شقيقه الأصغر بمنشأة القناطر: عشان اتجوز قبلي #احمى_نفسك_احمى_بلدك,N
الحريري: سيكون لنا موقف قاس جدا اذا كان العهد يفكر بإقالة رياض - #عاجل,U
بإذن الله تعالى إن تمّ الأمر لي و لها سأقطع تدخين الزقائر و أبدأ في ممارسة الرياضة لأن كما لي حقٌّ عليها .. هي أيضاً لها حقٌّ علي #حقيقه,P
عاجل ⚡وزير الأشغال اللبناني: السفير الصيني أبدى استعداد بلاده لتنفيذ مشاريع بنى تحتية الطرقات وسكك الحديد والانفاق والنفايات و معامل كهرباء,P
حتى صيدليات الديرة فاضية وإذا تكلمنا تنمروا علينا وخلونا خكاريه اه يارب والله ما استحق هالحياة المؤذية,N
#كلام الكبار الماضي لا يمكن تغيره لكن يمكن تقويم آثاره تناغما للمستقبل #تاملوها,U
لطالما شعرتُ بأنكِ تحسنيّن لـ العالم بهذه الرقة ..,P
"#عاجل- #غجر من #السرايا: المازوت سيتوفّر، وبدأنا بمناقصة لنموّن السوق بالفيول للمولدات والصناعيين والزراعين ولكهرباء لبنان أيضاً",P
الحمدلله على أصغر النعم وأكبرها الحمدلله على أبسط النعم وأعمقها الحمدلله على كل حال وفي كل حين,P
"حكومة الوفاق تسعى لجمع الميليشيات الموالية لها في ""حرس وطني"" #عاجل",U
